Plate name,Plate Code[R1],Plate Code[R2],Well,Contents,TargetGene,TargetGeneNum,Count,Nuc Elongation[R2]_Nuclei,Nuc Intensity[R2]_Reference 1,G0-Phase (%) [Cell cycle][R2]_Reference 1.Reference 2,Nuc/Cell Intensity[R2]_Nuclei,Spacing (MIN)[R2]_Coordination,G1-G2M (%) [Cell cycle][R2]_Reference 1.Reference 2,Intensity (N+C)[R2]_Nuclei,Compactness[R2]_Nuclei,Nuc Intensity CV[R2]_Nuclei,Nuc Intensity[R2]_Reference 2,Neighbor Count (MIN)[R2]_Coordination,IxA (Cell)[R2]_Nuclei,Ki67 granule (%) [ki67-Cyto-granule][R2]_Organelles,Cell Intensity[R2]_Nuclei,Neighbor Count (SOI)[R2]_Coordination,Spacing (SOI)[R2]_Coordination,Neighbor Count (Lune)[R2]_Coordination,Nuc Intensity[R2]_Cells,Normal cell (%) [Enlarged nuclei][R2]_Nuclei,Grappe-like (%) [Grappe-shape][R2]_Nuclei,IxA (Nuc)[R2]_Nuclei,Chord Ratio[R2]_Nuclei,Normal shape (%) [Grappe-shape][R2]_Nuclei,Spacing (Lune)[R2]_Coordination,Nuc Intensity[R2]_Nuclei,S-Phase (%) [Cell cycle][R2]_Reference 1.Reference 2,Spacing (Gabriel)[R2]_Coordination,IxA (N+C)[R2]_Nuclei,Nuc Displacement[R2]_Nuclei,ki67 no granule (%) [ki67-Cyto-granule][R2]_Organelles,Light Flux[R2]_Nuclei,Bigger cell (%) [Enlarged nuclei][R2]_Nuclei,Nuc Area[R2]_Nuclei,Neighbor Count (Gabriel)[R2]_Coordination,Intensity[R2]_Organelles,Nuc 1/(Form Factor)[R2]_Nuclei
Plate_Prest2012_P09_P3,20110438,20110460,N - 13,Azacytidine-5 ,DNMT1,35,2,0.0962372189,-2.5042124721,4.318476499,-3.0250166032,25.4479109507,-0.7296401782,-6.0006733722,-0.1826364931,-2.6786537643,-2.1383339087,-3.5044161396,-0.1239953478,-0.0047027076,-3.9409615184,-9.842812142,25.3797067857,-10.7329014027,-2.1383339087,-11.9503235119,6.0552657599,-3.5116869575,-0.663543403,-6.0552639912,22.6708954471,-4.9692157661,-2.8017662423,21.7010984086,-1.333782007,-11.3350321496,0.0047074613,-0.6728695984,11.9503641354,11.7710279703,-10.8849525788,-0.2018319003,2.6716535475
Plate_Prest2012_P09_P3,20110438,20110460,L - 10,Flucytosine ,DNMT1,35,2,0.6355115692,11394.3783324,-0.9841371334,-0.6100541456,-0.2623072545,1.1944136356,-0.2006436035,-2.2267860494,-0.8875159505,-0.9908422623,0.3178828392,-0.1256775385,-0.6700856513,-0.0422814051,1.4362926371,0.0365363146,1.3516771808,-0.9908422623,0.1818461156,-1.7683557565,0.4364309635,1.8143639642,1.7683561044,-0.7222082178,-0.4835838481,-0.6269555307,-0.9656637743,0.5918624093,-0.490781712,0.6700687775,0.4086005326,-0.1818526967,2.7906628573,1.5152065838,-0.4265558268,-1.3986507042
Plate_Prest2012_P13_P4,20110439,20110461,E - 15,Pramipexole ,DRD3,38,2,-0.7956978058,2.4911321783,-1.502600832,-0.0370401622,1.4066240166,0.269740599,-2.1216509418,-0.6268208867,0.0783251643,0.6697958684,-0.9486055523,1.5539928792,0.8345776184,-2.5118873474,-1.183871459,1.630828092,-1.7756792046,0.6697958684,-0.5967324857,-0.6643516537,-0.5475715921,0.1175924389,0.6643530799,1.0713092511,-1.1485714955,0.5462961375,1.0135054282,0.0917949221,-0.5002338976,-0.834596343,1.1223907248,0.5967315116,1.9229163053,-1.0633680037,1.3844720449,-0.2077189502
Plate_Prest2012_P05_P2,20110437,20110459,D - 18,Ropinirole HCl ,DRD3,38,2,0.0287997223,-1.2914608925,1.0629133171,0.1180963785,0.4605634088,-0.8132722998,0.3112186618,-0.2766007088,0.0369283977,-0.0884425324,-1.4433318224,-0.1253360749,-0.2072112273,0.3659650032,0.472178255,0.7849120167,0.1747050515,-0.0884425324,0.2628440214,-0.1691377618,-0.1370102006,0.2692456111,0.1691376775,0.0750738504,0.2473973321,-0.2798060581,0.0383305193,1.2092647779,-0.6364852656,0.2072031627,0.7669235578,-0.2628459967,0.9259991848,0.9272301155,0.1109180125,-0.1849807927
Plate_Prest2012_P13_P4,20110439,20110461,H - 09,Ambrisentan ,EDNRA,39,2,1.3791119768,3.123099371,-1.9545915083,-0.0177116858,1.179870685,0.7501812818,-2.1527640992,-2.3975636249,-0.2195850368,0.32215305,0.3188813002,1.2240689325,0.5927219507,-2.3612415546,-1.1961530409,1.2978020212,-0.9393790331,0.32215305,0.7601524973,-1.9016909549,-1.1203517294,1.8306293047,1.9016907535,0.8955019436,-1.0901018487,0.2870653854,0.7485856705,-0.4825080454,-0.5257553129,-0.5927264594,0.2585050838,-0.7601615812,0.7988496164,-1.3859593066,-0.8229881722,-1.3081026795
Plate_Prest2012_P13_P4,20110439,20110461,N - 05,Bosentan ,EDNRA,39,2,-0.7484207768,-0.5201118564,0.2763240673,-1.775321227,-0.1157712025,-1.6981120996,-1.6970408223,-0.3143744025,-2.0401096237,0.8728315759,-0.0005899464,0.6400580381,-0.7807883488,-1.1695366524,1.5026363441,0.2216273926,1.9075454325,0.8728315759,-0.2220215605,-0.4301137055,-0.8033083929,-0.3257611259,0.4301128012,-0.605392827,-1.9981217068,1.6480017825,-0.902308727,-0.4274556199,-2.0381117058,0.7807829969,-0.3070969141,0.2220126995,3.7718841392,1.3234199041,0.1482102012,-0.1255760709
Plate_Prest2012_P13_P4,20110439,20110461,F - 17,Cladribine ,EMPTY,40,2,1.5672120027,2.6948177101,-1.2861802415,-2.777086712,9.0588499873,0.8454440756,-4.1435615009,-0.4460500115,-3.0851408496,-0.035773393,0.4108880436,8.3421789403,4.4678892968,-3.2669544513,-1.4838759788,9.9912967735,-1.04417785,-0.035773393,-13.8255985729,4.6819241161,0.2268042395,1.144173208,-4.6819229121,6.8966396373,-3.7206303942,-0.1843324728,6.3475351276,3.0427133331,-11.1593554881,-4.4679104509,3.2609983071,13.8256116293,17.330475648,-1.1776038628,3.0721586816,4.0547621211
Plate_Prest2012_P13_P4,20110439,20110461,K - 09,Sertraline ,EMPTY,40,2,2.6099131794,-0.3479353124,3.882270621,3.0842134435,6.1339768989,-0.1374704264,-2.3003256892,-3.0576360694,4.4163995752,-1.4451350697,-2.9641568912,2.8533783718,0.6303874871,-3.0490982126,-4.6837846809,5.9995627607,-4.3458425228,-1.4451350697,0.4528849511,-2.988491845,-0.9503900707,3.5871760916,2.9884927218,6.9861254004,0.9991817983,-2.0046572289,6.8532345584,0.2129351859,-2.3917311643,-0.630396275,1.0873020105,-0.4528925641,-3.8055569836,-4.0995248171,0.9889261697,-4.0981845796
Plate_Prest2012_P05_P2,20110437,20110459,P - 04,Alendronate sodium ,FDPS,43,2,-0.3224917007,-0.1099101986,-0.0320184962,-0.3579116973,-0.7320405548,0.5846130865,-0.8416630268,0.0573709228,-0.3123099504,-1.0299161084,0.5460474291,-0.1265550235,0.4348628581,-1.0136673814,0.2719824746,-0.7790925189,-0.3209085422,-1.0299161084,-0.2378671874,0.2087636914,-0.138453436,-0.4067590978,-0.2087641865,-0.5322674297,-0.719645188,-0.7125713622,-0.6622847085,-0.9737048645,0.4752763894,-0.4348605953,-0.2000631054,0.2378662322,0.3483394016,-0.3780571132,0.3320069572,-0.0057318953
Plate_Prest2012_P09_P3,20110438,20110460,G - 19,Ibandronate sodium  ,FDPS,43,2,1.6933597313,0.7960697576,-0.9787668655,0.0993963227,2.5764911073,0.5949892675,-2.1101271567,-2.3413761799,0.0830244138,0.3413409141,-0.7876592026,-0.125608181,-1.2385135127,-1.8215041338,-2.1902019903,2.4962438142,-1.933601214,0.3413409141,-1.1928343269,-1.6892288167,-0.7679154995,2.2461778179,1.6892280531,2.4975357636,-1.0920460541,0.1062538763,2.2751880327,-0.3333347843,-1.8962921907,1.2385130405,0.5645710732,1.1928401849,1.7815280233,-1.7997808043,-1.1464928869,-1.5701991579
Plate_Prest2012_P01_P1,20110436,20110458,A - 12,Baclofen (R.S) ,GABBR1,44,2,-0.1288864699,-0.0378562362,0.0658149765,1.1322020453,-0.5816213159,-0.5163930055,0.2848272377,-0.4586863094,0.7584087187,0.6008951328,-1.2267705428,-0.2570856933,-0.3164966914,-0.3581872988,-0.7545990327,-0.6610907387,-0.9647851733,0.6008951328,0.3836950892,-0.2688681902,0.2734164342,0.3797632463,0.2688681971,-0.3307630473,0.8023103484,0.5359822306,-0.1100249273,0.1643887806,2.07825747,0.3164851724,0.5205909698,-0.383704185,-0.7487734694,-0.2959578677,-0.9092462488,-0.6266746184
Plate_Prest2012_P05_P2,20110437,20110459,F - 03,Vigabatrin ,GABBR1,44,2,0.7159244349,0.351640358,-0.3943131957,0.6987081327,1.2370201858,0.6593649879,-1.5983906154,-1.0052531996,0.7139968684,-0.0480742171,-2.12921961,-0.1257395785,1.6748765053,-2.2062838515,-1.5806932136,1.3423487528,-0.2624865661,-0.0480742171,0.3151444721,-1.1875233931,-0.1381660304,1.135698344,1.1875230696,1.2721519521,-0.1649536301,-0.3566184347,0.9253557984,-0.1385429979,0.6625729823,-1.6748610522,0.8309523361,-0.3151505006,0.2256217682,-0.8443868483,0.3245922304,-1.1723085257
Plate_Prest2012_P01_P1,20110436,20110458,N - 20,Amodiaquin dihydrochloride dihydrate ,HNMT,47,2,-2.1603648517,0.5158381765,0.3545599297,-0.911577763,0.6276166287,0.2540001441,-0.9962868253,0.1896680241,-1.2568595216,-0.9226357229,-0.9868252777,0.9224169544,-0.1508205884,-0.8226625482,0.4750421946,0.906084026,0.8018747734,-0.9226357229,-0.2713396399,-0.1373959254,-0.3151980595,-1.2616418997,0.1373943332,0.1059014192,-1.0239710591,-0.814670956,-0.0318498219,-0.0415047469,-1.0693266748,0.1508110878,-0.028884726,0.2713312489,1.629196918,0.7527045656,-0.1718923616,-0.5924146065
Plate_Prest2012_P01_P1,20110436,20110458,M - 08,Chlorhexidine ,HNMT,47,2,-1.3847233747,-1.2531570686,1.5478389536,-0.4335515109,2.2076592572,-0.6296278191,-1.082603018,0.5557600058,0.1984469138,-1.0199852525,-1.8470644641,0.9926438727,-1.1160085932,-1.0857356659,-2.6416229722,2.1392860972,-2.7668810507,-1.0199852525,-0.172402399,2.0130973216,-0.5609734393,-0.9247478509,-2.0130974185,2.2554263178,-0.7310770913,-1.4364940039,2.2833412926,-0.2273023987,0.6499513369,1.1159959864,-0.1661518252,0.1723961161,0.8422708462,-3.0859233871,-1.3815378212,0.4299793
Plate_Prest2012_P01_P1,20110436,20110458,C - 22,Nocodazole ,HPGDS,48,2,1.0921509692,-0.2923158883,1.8136358759,-0.2511531572,8.5171528752,-0.8857918693,-1.6859903516,-0.2029243966,-0.3627186189,-0.7426514136,-3.274582207,4.0018403661,0.3438099625,-2.1708879795,-4.5431950918,9.1273527282,-3.9917500503,-0.7426514136,-6.0225770747,1.5099782079,0.4331186944,1.6377498291,-1.5099785832,7.8303649657,-0.8922899672,-1.5026757561,7.351089142,1.30271509,-10.5044277183,-0.3438218145,1.6162882103,6.0225824722,4.6960742903,-5.158472317,0.0516908336,2.7101283748
Plate_Prest2012_P05_P2,20110437,20110459,J - 04,Tranilast ,HPGDS,48,2,0.969066899,-2.3326400096,3.1038361209,0.5427894999,0.6881774379,-1.9258564778,-0.8136941284,-0.5740759623,0.5822036578,-1.4495664916,0.471206121,-0.1255521373,-1.0322811639,-1.4015361737,-0.6947246914,0.9655625799,0.6234644522,-1.4495664916,0.5911454832,0.1139594879,-0.1375336015,0.866851172,-0.1139598303,0.5971623743,0.0638424185,-1.3950331991,0.3724655203,0.5756004817,0.6651727428,1.0322791312,1.0661601172,-0.5911483493,0.6711740223,0.3023286792,-0.4711121812,-0.2502575919
Plate_Prest2012_P01_P1,20110436,20110458,C - 10,Azathioprine ,HPRT1,49,2,-3.6061264629,-0.4073396908,0.1064660565,-0.9423123087,-1.0254743974,0.3115780042,-0.4362328547,2.323137499,-0.9844145541,8279.8173912,-0.5910262791,-0.4934307075,-0.4839977188,-0.226055485,0.8713636669,-0.9755733973,0.9118454541,8279.8173912,-2.6191734726,2.9750260762,-0.0618949703,-3.2943174889,-2.9750252404,-1.0581270863,-0.8938920886,-0.5315549704,-1.0975036829,-0.1676276996,-0.2759634591,0.4839853056,0.0627777082,2.6191684063,2.1574314836,0.7731516377,-0.056779734,2.3525717571
Plate_Prest2012_P05_P2,20110437,20110459,N - 10,Mercaptopurine ,HPRT1,49,2,-2.4489408449,-2.5897633735,4.9863679352,-2.4111332044,3.0052407181,-3.1037506081,-3.9693669584,1.0606359157,-3.168153163,-1.7533972025,1.0360067301,-0.1256297514,-0.9560361801,-2.7059932379,0.3303638914,3.3804380516,0.0956346245,-1.7533972025,-3.4595502586,3.7405899776,-0.1398080908,-2.4597056583,-3.740591835,1.9475588637,-3.2424274194,-2.2286159692,1.7131566042,-1.5758519189,-3.0698320872,0.9560420826,-0.9386826787,3.4595484289,6.5461858195,1.3302650102,-0.9881152875,1.8008179398
Plate_Prest2012_P01_P1,20110436,20110458,I - 07,Betazole hydrochloride ,HRH2,51,2,0.2159872831,1.2984426033,-0.7679141057,0.1493958449,2.3578436825,1.284465627,-0.4077459682,-0.8137529763,0.2230189888,-0.2555342495,-1.3729057287,2.3326040789,-0.2481573621,-0.5659892272,-1.4190898851,2.4206214542,-0.9135144946,-0.2555342495,-2.046555818,-0.5993222364,0.5726188336,0.5632258877,0.5993212351,2.2846585321,-0.0246621895,-0.4727243017,2.2618822046,1.0230051368,-1.4001472131,0.2481450886,0.8841129709,2.0465514114,1.7150489851,-1.4374304519,-0.2649152862,-0.0920842795
Plate_Prest2012_P01_P1,20110436,20110458,E - 13,Cimetidine ,HRH2,51,2,2.5186604767,1.3243932753,-0.7351073808,1.2686933629,5.4947703552,0.4583641083,-0.952203451,-2.7411951553,1.7940560807,0.4194739037,-2.2440021568,1.5728266538,-0.1185492321,-1.8948387232,-4.3863732195,5.6993726547,-4.5284215185,0.4194739037,1.2848461894,-2.1579233294,-0.0298715385,2.824420524,2.1579207798,5.5104877986,0.3717671196,0.4879275141,5.6299270657,0.3472247217,-2.9735449357,0.118539342,0.7613120041,-1.2848547968,-0.7435561904,-4.691429049,-0.7618166153,-3.3261128805
Plate_Prest2012_P01_P1,20110436,20110458,D - 09,Alverine citrate salt ,HTR1A,52,2,-0.8200580156,1.1628684439,-0.4430731608,-0.2112451472,1.2678242657,0.7433122265,-0.8931039688,-0.0271766009,-0.0971401321,-0.2368837966,0.3373196043,1.2658852691,1.3395031866,-1.05230328,-1.173591388,1.4215025173,-0.6747274996,-0.2368837966,-0.8222907685,0.1052211005,-0.109215441,-0.550781804,-0.1052209091,0.8922061124,-0.5214665906,-0.2754621272,0.8917112643,0.2093094777,-0.6608565306,-1.3395128151,0.3026856475,0.8222867705,1.1890168841,-0.8009677745,0.2579247288,0.4596893167
Plate_Prest2012_P13_P4,20110439,20110461,B - 03,Buspirone hydrochloride ,HTR1A,52,2,-0.019512132,-0.6389619303,0.2491548468,0.3878776728,-0.3920297905,0.3999413897,0.710353549,-0.5304534623,0.5995383338,-0.4674532213,1.0528615403,1.2668201996,-0.8834498384,0.8658456964,0.8499502592,-0.3262385316,0.6866055007,-0.4674532213,0.2741445218,-0.3878715469,1.2270327876,0.3981840707,0.3878720387,-0.8073590374,0.6879896896,-0.5622261387,-0.9184162885,1.422459616,-0.9198607499,0.883435863,1.0014710224,-0.2741486569,0.8729598807,0.9185660932,-1.1116426542,-0.9421577378
Plate_Prest2012_P01_P1,20110436,20110458,M - 22,Dihydroergotamine tartrate ,HTR1D,53,2,-0.1315418343,0.1364666253,-0.3010374093,-0.0183816734,-0.0579405013,0.033088862,0.2688279406,-0.3030921928,-0.0144232238,0.2942929383,-1.3794573394,0.5784068717,0.2672129139,0.1959695257,0.5598994241,0.0683248976,1.165550193,0.2942929383,-2.0963839221,0.0253167434,0.4986497346,-0.0992061658,-0.0253171005,-0.2648495242,0.0627166413,0.3883600957,-0.3688707785,0.5473814448,-0.6864468493,-0.2672291069,0.5388910761,2.0963810594,1.1253106661,0.8966746167,0.9337700693,-0.0826355885
Plate_Prest2012_P09_P3,20110438,20110460,G - 05,Sumatriptan Succinate ,HTR1D,53,2,1.745114654,1.1157012037,-0.4019988825,1.451537891,1.6987942278,0.9264962054,-0.6453582569,-3.0916933448,1.2214328376,-0.6218461261,0.107257314,-0.125158419,1.1662394663,-1.1391932582,-1.017207816,1.8138022664,-1.2151787024,-0.6218461261,0.3163351673,-2.200755498,1.075374412,2.9726265562,2.2007555208,1.2853981978,0.7134365599,-0.7958518892,1.2092806273,1.5059221177,-0.138037331,-1.1662311612,1.8786505984,-0.3163403467,1.1232488033,-0.0391317034,0.8202353503,-2.6458663449
Plate_Prest2012_P09_P3,20110438,20110460,B - 12,Dolasetron mesilate ,HTR3A,55,2,-0.6357106083,-0.2848305812,0.6291839167,0.0485872714,0.0652414743,-1.1085309371,-0.4143207607,0.9926726489,0.0618010118,0.8107603769,-0.7691185246,-0.125954546,0.2395953139,-0.5495274891,-0.0523171506,0.2734657494,1.265205172,0.8107603769,-1.4447490252,1.3500654288,0.3364940636,-0.3941136852,-1.3499737494,0.0081609831,-0.3033346103,0.8253963259,-0.1928702294,0.2998472497,-0.4923058723,-0.2395966285,0.7093879571,1.4447478686,1.7151694205,0.2813077175,0.5846410591,0.9270921935
Plate_Prest2012_P13_P4,20110439,20110461,C - 18,Ondansetron Hydrochloride ,HTR3A,55,2,1.2888651191,2.8803214947,-1.728014733,0.2455912829,0.5149360664,0.7097015617,-1.2262875147,-1.4750039241,0.3319772242,0.3838790844,-0.279425962,0.9764720903,1.3361955181,-1.5634722767,-0.9909227417,0.7328923441,-1.1548541149,0.3838790844,0.0604427435,-1.2773230733,-0.1025603805,1.4604718318,1.2773227413,0.2988743871,-0.4844007134,0.2044675948,0.2829751344,0.2522046764,-0.2294158596,-1.3362185797,0.9628626534,-0.0604458511,0.9114052238,-0.8254278224,1.7008508112,-1.4762139745
Plate_Prest2012_P05_P2,20110437,20110459,J - 13,Ethionamide ,katG,102,2,1.1108182886,-0.5112888874,0.0354396804,-0.7997967317,1.3538561041,-0.7458860209,-2.4919086755,-1.6334211605,-0.6548777923,1.0558226589,-0.2754623879,-0.1255949403,0.242522097,-2.0276885262,-0.8785514361,1.6111035845,-0.7660849902,1.0558226589,-0.8957687643,-0.6339419084,-0.138996628,1.2032910581,0.6339397208,0.9564776685,-1.50865662,0.9159690941,0.9681035733,-0.8033140972,-0.4162195903,-0.2425230211,-0.3380454284,0.8957663495,1.715512996,-0.4222074635,-0.5083863217,-0.8682457442
Plate_Prest2012_P01_P1,20110436,20110458,B - 03,Isoniazid ,katG,102,2,-0.1562283068,0.6097729915,-0.7620778752,0.2793686368,-0.3422378096,0.4263680719,0.5125040294,0.0412874883,0.2501007049,0.362486453,0.5494056946,0.2165897102,-0.3236677867,0.3401155088,1.0820105948,-0.2186591339,0.6646989871,0.362486453,0.2298596734,0.2147406992,0.6668636722,-0.4878158518,-0.2147417276,-0.6264933313,0.3306223176,0.5653536848,-0.7521767761,0.6003821034,-1.1305585055,0.32366391,0.6648729383,-0.2298647874,0.5563477769,1.3482044822,-0.1422873559,-0.0504484361
